               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.025781,           0.0090626,            0.016657,             0.98854,                   1,               0.995,             0.66989,             0.01671,           0.0042009,            0.000418,            0.003763,            0.003763,            0.003763
                 317,            0.021285,           0.0093132,           0.0084641,             0.98763,                   1,               0.995,             0.66607,            0.016826,           0.0041819,          0.00041664,           0.0037432,           0.0037432,           0.0037432
                 318,            0.024983,           0.0072929,           0.0092515,             0.98957,                   1,               0.995,             0.68244,             0.01534,           0.0040722,          0.00039189,           0.0037234,           0.0037234,           0.0037234
                 319,            0.024798,           0.0075793,           0.0079835,             0.99053,                   1,               0.995,               0.725,            0.013929,            0.003974,          0.00038188,           0.0037036,           0.0037036,           0.0037036
                 320,            0.020593,           0.0085858,           0.0063404,             0.99188,                   1,               0.995,             0.69537,            0.015238,           0.0041094,          0.00037344,           0.0036838,           0.0036838,           0.0036838
                 321,            0.019821,           0.0076298,           0.0065441,             0.99179,                   1,               0.995,             0.72399,            0.014839,           0.0039768,          0.00036728,            0.003664,            0.003664,            0.003664
                 322,            0.021503,           0.0068357,            0.008408,             0.99136,                   1,               0.995,             0.69564,            0.015218,           0.0040598,          0.00035799,           0.0036442,           0.0036442,           0.0036442
                 323,            0.022396,           0.0091603,           0.0065192,             0.99158,                   1,               0.995,             0.67587,            0.017962,           0.0040274,          0.00036099,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017679,           0.0080641,           0.0071246,             0.99178,                   1,               0.995,             0.69283,            0.016277,           0.0040016,          0.00037107,           0.0036046,           0.0036046,           0.0036046
                 325,            0.020378,           0.0066684,           0.0085535,             0.99216,                   1,               0.995,             0.66952,             0.01918,            0.003973,          0.00038509,           0.0035848,           0.0035848,           0.0035848
                 326,            0.029097,           0.0095694,           0.0075208,             0.99229,                   1,               0.995,             0.71748,             0.01547,           0.0038986,          0.00040233,            0.003565,            0.003565,            0.003565
                 327,            0.018564,           0.0083667,           0.0063496,             0.99184,                   1,               0.995,             0.70816,            0.016366,           0.0038872,          0.00042386,           0.0035452,           0.0035452,           0.0035452
                 328,            0.023286,            0.009365,           0.0067446,             0.99043,                   1,               0.995,             0.71399,            0.015557,           0.0038404,          0.00047078,           0.0035254,           0.0035254,           0.0035254
                 329,            0.026732,           0.0079958,            0.010757,              0.9906,                   1,               0.995,             0.72888,            0.015212,           0.0037985,          0.00048451,           0.0035056,           0.0035056,           0.0035056
                 330,            0.019867,           0.0073344,           0.0066915,             0.99119,                   1,               0.995,             0.70606,            0.015458,            0.003891,           0.0004662,           0.0034858,           0.0034858,           0.0034858
                 331,            0.021374,           0.0088461,           0.0067138,              0.9903,                   1,               0.995,              0.7453,            0.014636,           0.0038738,          0.00050969,            0.003466,            0.003466,            0.003466
                 332,             0.02126,           0.0075122,           0.0076386,             0.99005,                   1,               0.995,             0.71823,            0.016004,           0.0039482,           0.0004848,           0.0034462,           0.0034462,           0.0034462
                 333,            0.022516,            0.009682,           0.0075879,             0.99015,                   1,               0.995,             0.70526,            0.017403,           0.0039711,           0.0004725,           0.0034264,           0.0034264,           0.0034264
